,Unnamed: 0,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
526,526,0,0,male,30.0,0,0,221.7792,1,S
527,527,0,2,male,39.0,0,0,7.925,0,S
528,528,0,1,male,23.0,2,1,11.5,0,S
529,529,1,1,female,2.0,1,1,26.0,0,S
530,530,0,2,male,30.0,0,0,7.2292,0,C
531,531,0,2,male,17.0,1,1,7.2292,0,C
532,532,1,2,female,35.0,0,2,22.3583,0,C
533,533,0,2,female,30.0,0,0,8.6625,0,S
534,534,1,1,female,7.0,0,2,26.25,0,S
535,535,0,0,male,45.0,0,0,26.55,1,S
536,536,1,0,female,30.0,0,0,106.425,0,C
537,537,0,2,male,30.0,0,0,14.5,0,S
538,538,1,0,female,22.0,0,2,49.5,1,C
539,539,1,0,female,36.0,0,2,71.0,1,S
540,540,0,2,female,9.0,4,2,31.275,0,S
541,541,0,2,female,11.0,4,2,31.275,0,S
542,542,1,1,male,32.0,1,0,26.0,0,S
543,543,0,0,male,50.0,1,0,106.425,1,C
544,544,0,0,male,64.0,0,0,26.0,0,S
545,545,1,1,female,19.0,1,0,26.0,0,S
546,546,1,1,male,30.0,0,0,13.8625,0,C
547,547,0,2,male,33.0,1,1,20.525,0,S
548,548,1,1,male,8.0,1,1,36.75,0,S
549,549,1,0,male,17.0,0,2,110.8833,1,C
550,550,0,1,male,27.0,0,0,26.0,0,S
551,551,0,2,male,30.0,0,0,7.8292,0,Q
552,552,1,2,male,22.0,0,0,7.225,0,C
553,553,1,2,female,22.0,0,0,7.775,0,S
554,554,0,0,male,62.0,0,0,26.55,0,S
555,555,1,0,female,48.0,1,0,39.6,1,C
556,556,0,0,male,30.0,0,0,227.525,0,C
557,557,1,0,female,39.0,1,1,79.65,1,S
558,558,1,2,female,36.0,1,0,17.4,0,S
559,559,0,2,male,30.0,0,0,7.75,0,Q
560,560,0,2,male,40.0,0,0,7.8958,0,S
561,561,0,1,male,28.0,0,0,13.5,0,S
562,562,0,2,male,30.0,0,0,8.05,0,S
563,563,0,2,female,21.0,0,0,8.05,0,S
564,564,0,2,male,24.0,2,0,24.15,0,S
565,565,0,2,male,19.0,0,0,7.8958,0,S
566,566,0,2,female,29.0,0,4,21.075,0,S
567,567,0,2,male,30.0,0,0,7.2292,0,C
568,568,1,2,male,32.0,0,0,7.8542,0,S
569,569,1,1,male,62.0,0,0,10.5,0,S
570,570,1,0,female,53.0,2,0,51.4792,1,S
571,571,1,0,male,36.0,0,0,26.3875,1,S
572,572,1,2,female,21.0,0,0,7.75,0,Q
573,573,0,2,male,16.0,0,0,8.05,0,S
574,574,0,2,male,19.0,0,0,14.5,0,S
575,575,1,1,female,34.0,0,0,13.0,0,S
576,576,1,0,female,39.0,1,0,55.9,1,S
577,577,0,2,female,35.0,1,0,14.4583,0,C
578,578,1,2,male,32.0,0,0,7.925,0,S
579,579,1,1,female,25.0,1,1,30.0,0,S
580,580,1,0,female,39.0,1,1,110.8833,1,C
581,581,0,1,male,54.0,0,0,26.0,0,S
582,582,0,0,male,36.0,0,0,40.125,1,C
583,583,0,2,male,30.0,0,0,8.7125,0,C
584,584,1,0,female,18.0,0,2,79.65,1,S
585,585,0,1,male,47.0,0,0,15.0,0,S
586,586,1,0,male,60.0,1,1,79.2,1,C
587,587,0,2,male,22.0,0,0,8.05,0,S
588,588,0,2,male,30.0,0,0,8.05,0,S
589,589,0,2,male,35.0,0,0,7.125,0,S
590,590,1,0,female,52.0,1,0,78.2667,1,C
591,591,0,2,male,47.0,0,0,7.25,0,S
592,592,0,2,female,21.0,0,2,7.75,0,Q
593,593,0,1,male,37.0,1,0,26.0,0,S
594,594,0,2,male,36.0,1,1,24.15,0,S
595,595,1,1,female,21.0,0,0,33.0,0,S
596,596,0,2,male,49.0,0,0,0.0,0,S
597,597,0,2,male,30.0,0,0,7.225,0,C
598,598,1,0,male,49.0,1,0,56.9292,1,C
599,599,1,1,female,24.0,2,1,27.0,0,S
600,600,0,2,male,30.0,0,0,7.8958,0,S
601,601,0,0,male,30.0,0,0,42.4,0,S
602,602,0,2,male,44.0,0,0,8.05,0,S
603,603,1,0,male,35.0,0,0,26.55,0,C
604,604,0,2,male,36.0,1,0,15.55,0,S
605,605,0,2,male,30.0,0,0,7.8958,0,S
606,606,1,0,male,27.0,0,0,30.5,0,S
607,607,1,1,female,22.0,1,2,41.5792,0,C
608,608,1,0,female,40.0,0,0,153.4625,1,S
609,609,0,2,female,39.0,1,5,31.275,0,S
610,610,0,2,male,30.0,0,0,7.05,0,S
611,611,1,2,female,21.0,1,0,15.5,0,Q
612,612,0,2,male,30.0,0,0,7.75,0,Q
613,613,0,2,male,35.0,0,0,8.05,0,S
614,614,1,1,female,24.0,1,2,65.0,0,S
615,615,0,2,male,34.0,1,1,14.4,0,S
616,616,0,2,female,26.0,1,0,16.1,0,S
617,617,1,1,female,4.0,2,1,39.0,1,S
618,618,0,1,male,26.0,0,0,10.5,0,S
619,619,0,2,male,27.0,1,0,14.4542,0,C
620,620,1,0,male,42.0,1,0,52.5542,1,S
621,621,1,2,male,20.0,1,1,15.7417,0,C
622,622,0,2,male,21.0,0,0,7.8542,0,S
623,623,0,2,male,21.0,0,0,16.1,0,S
624,624,0,0,male,61.0,0,0,32.3208,1,S
625,625,0,1,male,57.0,0,0,12.35,0,Q
626,626,1,0,female,21.0,0,0,77.9583,1,S
627,627,0,2,male,26.0,0,0,7.8958,0,S
628,628,0,2,male,30.0,0,0,7.7333,0,Q
629,629,1,0,male,80.0,0,0,30.0,1,S
630,630,0,2,male,51.0,0,0,7.0542,0,S
631,631,1,0,male,32.0,0,0,30.5,1,C
632,632,0,0,male,30.0,0,0,0.0,0,S
633,633,0,2,female,9.0,3,2,27.9,0,S
634,634,1,1,female,28.0,0,0,13.0,0,S
635,635,0,2,male,32.0,0,0,7.925,0,S
636,636,0,1,male,31.0,1,1,26.25,0,S
637,637,0,2,female,41.0,0,5,39.6875,0,S
638,638,0,2,male,30.0,1,0,16.1,0,S
639,639,0,2,male,20.0,0,0,7.8542,0,S
640,640,1,0,female,24.0,0,0,69.3,1,C
641,641,0,2,female,2.0,3,2,27.9,0,S
642,642,1,2,male,30.0,0,0,56.4958,0,S
643,643,1,2,female,0.75,2,1,19.2583,0,C
644,644,1,0,male,48.0,1,0,76.7292,1,C
645,645,0,2,male,19.0,0,0,7.8958,0,S
646,646,1,0,male,56.0,0,0,35.5,1,C
647,647,0,2,male,30.0,0,0,7.55,0,S
648,648,1,2,female,23.0,0,0,7.55,0,S
649,649,0,2,male,30.0,0,0,7.8958,0,S
650,650,1,1,female,18.0,0,1,23.0,0,S
651,651,0,2,male,21.0,0,0,8.4333,0,S
652,652,1,2,female,21.0,0,0,7.8292,0,Q
653,653,0,2,female,18.0,0,0,6.75,0,Q
654,654,0,1,male,24.0,2,0,73.5,0,S
655,655,0,2,male,30.0,0,0,7.8958,0,S
656,656,0,2,female,32.0,1,1,15.5,0,Q
657,657,0,1,male,23.0,0,0,13.0,0,S
658,658,0,0,male,58.0,0,2,113.275,1,C
659,659,1,0,male,50.0,2,0,133.65,0,S
660,660,0,2,male,40.0,0,0,7.225,0,C
661,661,0,0,male,47.0,0,0,25.5875,1,S
662,662,0,2,male,36.0,0,0,7.4958,0,S
663,663,1,2,male,20.0,1,0,7.925,0,S
664,664,0,1,male,32.0,2,0,73.5,0,S
665,665,0,1,male,25.0,0,0,13.0,0,S
666,666,0,2,male,30.0,0,0,7.775,0,S
667,667,0,2,male,43.0,0,0,8.05,0,S
668,668,1,0,female,35.0,1,0,52.0,1,S
669,669,1,1,female,40.0,1,1,39.0,0,S
670,670,0,0,male,31.0,1,0,52.0,1,S
671,671,0,1,male,70.0,0,0,10.5,0,S
672,672,1,1,male,31.0,0,0,13.0,0,S
673,673,0,1,male,30.0,0,0,0.0,0,S
674,674,0,2,male,18.0,0,0,7.775,0,S
675,675,0,2,male,24.5,0,0,8.05,0,S
676,676,1,2,female,18.0,0,0,9.8417,0,S
677,677,0,2,female,43.0,1,6,46.9,0,S
678,678,1,0,male,36.0,0,1,512.3292,1,C
679,679,0,2,female,21.0,0,0,8.1375,0,Q
680,680,1,0,male,27.0,0,0,76.7292,1,C
681,681,0,2,male,20.0,0,0,9.225,0,S
682,682,0,2,male,14.0,5,2,46.9,0,S
683,683,0,1,male,60.0,1,1,39.0,0,S
684,684,0,1,male,25.0,1,2,41.5792,0,C
685,685,0,2,male,14.0,4,1,39.6875,0,S
686,686,0,2,male,19.0,0,0,10.1708,0,S
687,687,0,2,male,18.0,0,0,7.7958,0,S
688,688,1,0,female,15.0,0,1,211.3375,1,S
689,689,1,0,male,31.0,1,0,57.0,1,S
690,690,1,2,female,4.0,0,1,13.4167,0,C
691,691,1,2,male,30.0,0,0,56.4958,0,S
692,692,0,2,male,25.0,0,0,7.225,0,C
693,693,0,0,male,60.0,0,0,26.55,0,S
694,694,0,1,male,52.0,0,0,13.5,0,S
695,695,0,2,male,44.0,0,0,8.05,0,S
696,696,1,2,female,21.0,0,0,7.7333,0,Q
697,697,0,0,male,49.0,1,1,110.8833,1,C
698,698,0,2,male,42.0,0,0,7.65,1,S
699,699,1,0,female,18.0,1,0,227.525,1,C
700,700,1,0,male,35.0,0,0,26.2875,1,S
701,701,0,2,female,18.0,0,1,14.4542,0,C
702,702,0,2,male,25.0,0,0,7.7417,0,Q
703,703,0,2,male,26.0,1,0,7.8542,0,S
704,704,0,1,male,39.0,0,0,26.0,0,S
705,705,1,1,female,45.0,0,0,13.5,0,S
706,706,1,0,male,42.0,0,0,26.2875,1,S
707,707,1,0,female,22.0,0,0,151.55,0,S
708,708,1,2,male,3.5,1,1,15.2458,0,C
709,709,1,0,female,24.0,0,0,49.5042,1,C
710,710,0,0,male,30.0,0,0,26.55,1,S
711,711,1,0,male,48.0,1,0,52.0,1,S
712,712,0,2,male,29.0,0,0,9.4833,0,S
713,713,0,1,male,52.0,0,0,13.0,0,S
714,714,0,2,male,19.0,0,0,7.65,1,S
715,715,1,0,female,38.0,0,0,227.525,1,C
716,716,1,1,female,27.0,0,0,10.5,1,S
717,717,0,2,male,30.0,0,0,15.5,0,Q
718,718,0,2,male,33.0,0,0,7.775,0,S
719,719,1,1,female,6.0,0,1,33.0,0,S
720,720,0,2,male,17.0,1,0,7.0542,0,S
721,721,0,1,male,34.0,0,0,13.0,0,S
722,722,0,1,male,50.0,0,0,13.0,0,S
723,723,1,0,male,27.0,1,0,53.1,1,S
724,724,0,2,male,20.0,0,0,8.6625,0,S
725,725,1,1,female,30.0,3,0,21.0,0,S
726,726,1,2,female,21.0,0,0,7.7375,0,Q
727,727,0,1,male,25.0,1,0,26.0,0,S
728,728,0,2,female,25.0,1,0,7.925,0,S
729,729,1,0,female,29.0,0,0,211.3375,1,S
730,730,0,2,male,11.0,0,0,18.7875,0,C
731,731,0,1,male,30.0,0,0,0.0,0,S
732,732,0,1,male,23.0,0,0,13.0,0,S
733,733,0,1,male,23.0,0,0,13.0,0,S
734,734,0,2,male,28.5,0,0,16.1,0,S
735,735,0,2,female,48.0,1,3,34.375,0,S
736,736,1,0,male,35.0,0,0,512.3292,1,C
737,737,0,2,male,30.0,0,0,7.8958,0,S
738,738,0,2,male,30.0,0,0,7.8958,0,S
739,739,1,0,male,30.0,0,0,30.0,1,S
740,740,0,0,male,36.0,1,0,78.85,1,S
741,741,1,0,female,21.0,2,2,262.375,1,C
742,742,0,2,male,24.0,1,0,16.1,0,S
743,743,1,2,male,31.0,0,0,7.925,0,S
744,744,0,0,male,70.0,1,1,71.0,1,S
745,745,0,2,male,16.0,1,1,20.25,0,S
746,746,1,1,female,30.0,0,0,13.0,0,S
747,747,0,0,male,19.0,1,0,53.1,1,S
748,748,0,2,male,31.0,0,0,7.75,0,Q
749,749,1,1,female,4.0,1,1,23.0,0,S
750,750,1,2,male,6.0,0,1,12.475,1,S
751,751,0,2,male,33.0,0,0,9.5,0,S
752,752,0,2,male,23.0,0,0,7.8958,0,S
753,753,1,1,female,48.0,1,2,65.0,0,S
754,754,1,1,male,0.67,1,1,14.5,0,S
755,755,0,2,male,28.0,0,0,7.7958,0,S
756,756,0,1,male,18.0,0,0,11.5,0,S
757,757,0,2,male,34.0,0,0,8.05,0,S
758,758,1,0,female,33.0,0,0,86.5,1,S
759,759,0,2,male,30.0,0,0,14.5,0,S
760,760,0,2,male,41.0,0,0,7.125,0,S
761,761,1,2,male,20.0,0,0,7.2292,0,C
762,762,1,0,female,36.0,1,2,120.0,1,S
763,763,0,2,male,16.0,0,0,7.775,0,S
764,764,1,0,female,51.0,1,0,77.9583,1,S
765,765,0,0,male,46.5,0,0,39.6,0,C
766,766,0,2,female,30.5,0,0,7.75,0,Q
767,767,0,2,male,30.0,1,0,24.15,0,Q
768,768,0,2,male,32.0,0,0,8.3625,0,S
769,769,0,2,male,24.0,0,0,9.5,0,S
770,770,0,2,male,48.0,0,0,7.8542,0,S
771,771,0,1,female,57.0,0,0,10.5,1,S
772,772,0,2,male,30.0,0,0,7.225,0,C
773,773,1,1,female,54.0,1,3,23.0,0,S
774,774,0,2,male,18.0,0,0,7.75,0,S
775,775,0,2,male,30.0,0,0,7.75,1,Q
776,776,1,2,female,5.0,0,0,12.475,0,S
777,777,0,2,male,30.0,0,0,7.7375,0,Q
778,778,1,0,female,43.0,0,1,211.3375,1,S
779,779,1,2,female,13.0,0,0,7.2292,0,C
780,780,1,0,female,17.0,1,0,57.0,1,S
781,781,0,0,male,29.0,0,0,30.0,1,S
782,782,0,2,male,30.0,1,2,23.45,0,S
783,783,0,2,male,25.0,0,0,7.05,0,S
784,784,0,2,male,25.0,0,0,7.25,0,S
785,785,1,2,female,18.0,0,0,7.4958,0,S
786,786,0,2,male,8.0,4,1,29.125,0,Q
787,787,1,2,male,1.0,1,2,20.575,0,S
788,788,0,0,male,46.0,0,0,79.2,1,C
789,789,0,2,male,30.0,0,0,7.75,0,Q
790,790,0,1,male,16.0,0,0,26.0,0,S
791,791,0,2,female,21.0,8,2,69.55,0,S
792,792,0,0,male,30.0,0,0,30.6958,0,C
793,793,0,2,male,25.0,0,0,7.8958,0,S
794,794,0,1,male,39.0,0,0,13.0,0,S
795,795,1,0,female,49.0,0,0,25.9292,1,S
796,796,1,2,female,31.0,0,0,8.6833,0,S
797,797,0,2,male,30.0,0,0,7.2292,0,C
798,798,0,2,female,30.0,1,1,24.15,0,S
799,799,0,1,male,34.0,0,0,13.0,0,S
800,800,1,1,female,31.0,1,1,26.25,0,S
801,801,1,0,male,11.0,1,2,120.0,1,S
802,802,1,2,male,0.42,0,1,8.5167,0,C
803,803,1,2,male,27.0,0,0,6.975,0,S
804,804,0,2,male,31.0,0,0,7.775,0,S
805,805,0,0,male,39.0,0,0,0.0,1,S
806,806,0,2,female,18.0,0,0,7.775,0,S
807,807,0,1,male,39.0,0,0,13.0,0,S
808,808,1,0,female,33.0,1,0,53.1,1,S
809,809,0,2,male,26.0,0,0,7.8875,0,S
810,810,0,2,male,39.0,0,0,24.15,0,S
811,811,0,1,male,35.0,0,0,10.5,0,S
812,812,0,2,female,6.0,4,2,31.275,0,S
813,813,0,2,male,30.5,0,0,8.05,0,S
814,814,0,0,male,30.0,0,0,0.0,1,S
815,815,0,2,female,23.0,0,0,7.925,0,S
816,816,0,1,male,31.0,1,1,37.0042,0,C
817,817,0,2,male,43.0,0,0,6.45,0,S
818,818,0,2,male,10.0,3,2,27.9,0,S
819,819,1,0,female,52.0,1,1,93.5,1,S
820,820,1,2,male,27.0,0,0,8.6625,0,S
821,821,0,0,male,38.0,0,0,0.0,0,S
822,822,1,2,female,27.0,0,1,12.475,1,S
823,823,0,2,male,2.0,4,1,39.6875,0,S
824,824,0,2,male,30.0,0,0,6.95,0,Q
825,825,0,2,male,30.0,0,0,56.4958,0,S
826,826,1,1,male,1.0,0,2,37.0042,0,C
827,827,1,2,male,30.0,0,0,7.75,0,Q
828,828,1,2,female,15.0,1,0,14.4542,0,C
829,829,1,1,male,0.83,1,1,18.75,0,S
830,830,0,2,male,30.0,0,0,7.2292,0,C
831,831,0,2,male,23.0,0,0,7.8542,0,S
832,832,0,2,male,18.0,0,0,8.3,0,S
833,833,1,0,female,39.0,1,1,83.1583,1,C
834,834,0,2,male,21.0,0,0,8.6625,0,S
835,835,0,2,male,30.0,0,0,8.05,0,S
836,836,1,2,male,32.0,0,0,56.4958,0,S
837,837,1,0,male,30.0,0,0,29.7,1,C
838,838,0,2,male,20.0,0,0,7.925,0,S
839,839,0,1,male,16.0,0,0,10.5,0,S
840,840,1,0,female,30.0,0,0,31.0,0,C
841,841,0,2,male,34.5,0,0,6.4375,0,C
842,842,0,2,male,17.0,0,0,8.6625,0,S
843,843,0,2,male,42.0,0,0,7.55,0,S
844,844,0,2,male,30.0,8,2,69.55,0,S
845,845,0,2,male,35.0,0,0,7.8958,0,C
846,846,0,1,male,28.0,0,1,33.0,0,S
847,847,1,0,female,35.0,1,0,89.1042,1,C
848,848,0,2,male,4.0,4,2,31.275,0,S
849,849,0,2,male,74.0,0,0,7.775,0,S
850,850,0,2,female,9.0,1,1,15.2458,0,C
851,851,1,0,female,16.0,0,1,39.4,1,S
852,852,0,1,female,44.0,1,0,26.0,0,S
853,853,1,2,female,18.0,0,1,9.35,0,S
854,854,1,0,female,45.0,1,1,164.8667,0,S
855,855,1,0,male,51.0,0,0,26.55,1,S
856,856,1,2,female,24.0,0,3,19.2583,0,C
857,857,0,2,male,30.0,0,0,7.2292,0,C
858,858,0,2,male,41.0,2,0,14.1083,0,S
859,859,0,1,male,21.0,1,0,11.5,0,S
860,860,1,0,female,48.0,0,0,25.9292,1,S
861,861,0,2,female,21.0,8,2,69.55,0,S
862,862,0,1,male,24.0,0,0,13.0,0,S
863,863,1,1,female,42.0,0,0,13.0,0,S
864,864,1,1,female,27.0,1,0,13.8583,0,C
865,865,0,0,male,31.0,0,0,50.4958,1,S
866,866,0,2,male,30.0,0,0,9.5,0,S
867,867,1,2,male,4.0,1,1,11.1333,0,S
868,868,0,2,male,26.0,0,0,7.8958,0,S
869,869,1,0,female,47.0,1,1,52.5542,1,S
870,870,0,0,male,33.0,0,0,5.0,1,S
871,871,0,2,male,47.0,0,0,9.0,0,S
872,872,1,1,female,28.0,1,0,24.0,0,C
873,873,1,2,female,15.0,0,0,7.225,0,C
874,874,0,2,male,20.0,0,0,9.8458,0,S
875,875,0,2,male,19.0,0,0,7.8958,0,S
876,876,0,2,male,30.0,0,0,7.8958,0,S
877,877,1,0,female,56.0,0,1,83.1583,1,C
878,878,1,1,female,25.0,0,1,26.0,0,S
879,879,0,2,male,33.0,0,0,7.8958,0,S
880,880,0,2,female,22.0,0,0,10.5167,0,S
881,881,0,1,male,28.0,0,0,10.5,0,S
882,882,0,2,male,25.0,0,0,7.05,0,S
883,883,0,2,female,39.0,0,5,29.125,0,Q
884,884,0,1,male,27.0,0,0,13.0,0,S
885,885,1,0,female,19.0,0,0,30.0,1,S
886,886,0,2,female,21.0,1,2,23.45,0,S
887,887,1,0,male,26.0,0,0,30.0,1,C
888,888,0,2,male,32.0,0,0,7.75,0,Q
